#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-19T16:49:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61e8406795e9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/table1}&key:source=J/A+A/640/A1/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/640/A1/table1
#-order=I
#-out=Cluster
#-out=RA_ICRS
#-out=DE_ICRS
#-out=nbstars07
#-out=pmRA*
#-out=pmDE
#-out=plx
#-out=AgeNN
#-out=AVNN
#-out=DMNN
#-out=DistPc
#

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_table1:
#Name: J/A+A/640/A1/table1
#Title: Mean cluster parameters
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	RA_ICRS	(F7.3)	[] Mean right ascension of members (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F7.3)	Mean declination of members (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	nbstars07	(I4)	Number of members with proba over 0.7	[ucd=meta.number]
#Column	pmRA*	(F7.3)	Mean proper motion along RA of members, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F6.3)	Mean parallax of members	[ucd=pos.parallax.trig]
#Column	AgeNN	(F5.2)	? Age (logt) of the cluster	[ucd=time.age]
#Column	AVNN	(F5.2)	? Extinction Av of the cluster	[ucd=phys.absorption]
#Column	DMNN	(F5.2)	? Distance modulus of the cluster	[ucd=phot.mag.distMod]
#Column	DistPc	(F6)	? Distance in parsecs (converted distance modulus)	[ucd=pos.distance;pos.heliocentric]
Cluster	RA_ICRS	DE_ICRS	nbstars07	pmRA*	pmDE	plx	AgeNN	AVNN	DMNN	DistPc
LP_2100          	227.612	-60.495	  65	 -3.383	 -3.509	 0.481	 8.40	 1.39	11.50	  1992
LP_2117          	282.302	-04.466	 526	  1.089	  0.094	 0.607	 8.80	 2.08	10.89	  1507
LP_2123          	297.959	+22.107	  67	 -0.771	 -2.324	 0.582	 8.54	 1.72	11.11	  1670
LP_2139          	067.683	+46.302	 215	  0.308	 -4.233	 0.870	 8.43	 1.68	10.21	  1101
LP_2198          	107.506	+04.667	 117	  0.678	 -1.008	 0.800	 9.31	 0.17	10.40	  1204
LP_2210          	247.197	-54.963	 100	  0.040	 -1.284	 0.684	 8.11	 0.80	10.73	  1400
LP_2219          	130.848	-45.788	 208	 -5.079	  4.603	 0.648	 8.10	 0.76	10.82	  1457
LP_2220          	127.450	-41.343	  89	 -1.762	  1.070	 0.716	 8.66	 0.68	10.65	  1349
LP_2238          	167.713	-56.821	  90	 -7.446	  0.660	 0.814	 8.47	 0.25	10.38	  1193
LP_2253          	307.515	+45.921	 105	 -1.251	 -0.969	 0.674	 7.71	 1.12	10.97	  1563
LP_273           	245.723	-50.172	  86	 -2.322	 -4.119	 0.372	 8.58	 2.05	11.90	  2399
LP_282           	265.248	-33.257	  63	 -0.065	 -1.024	 0.344	     	     	     	
LP_321           	296.389	+21.153	 212	 -0.360	 -3.531	 0.434	 9.07	 2.47	11.58	  2068
LP_403           	161.024	-58.095	 125	 -7.047	  2.935	 0.370	 7.42	 1.35	12.21	  2764
LP_5             	156.138	-72.510	 342	 -6.890	  1.462	 0.510	 9.43	 0.27	11.32	  1840
LP_589           	119.812	-19.126	  98	 -1.387	  0.501	 0.312	 8.49	 0.23	12.41	  3037
LP_597           	282.104	+08.714	 131	 -0.058	 -1.490	 0.418	 8.73	 2.46	11.60	  2087
LP_658           	095.274	-03.431	 106	 -1.458	  1.613	 0.673	 8.97	 0.59	10.93	  1533
LP_861           	244.705	-52.880	  67	 -2.563	 -3.953	 0.243	 9.27	 1.36	13.06	  4087
LP_866           	261.768	-39.405	 205	  2.907	  0.480	 0.391	 9.28	 2.30	11.96	  2464
LP_876           	316.055	+42.074	  48	 -2.454	 -4.273	 0.472	 7.68	 1.72	11.64	  2124
LP_930           	102.845	-01.801	 161	 -0.915	  2.996	 0.391	 9.36	 0.74	11.87	  2371
LP_947           	118.610	-27.518	  89	 -4.264	  3.683	 0.333	 9.13	 1.22	12.30	  2889
L_1641S          	085.675	-08.133	  99	  0.013	 -0.390	 2.288	     	     	     	
Loden_1194       	212.006	-59.786	  62	 -7.762	 -4.667	 1.329	 8.40	 0.46	 9.19	   688
Loden_372        	172.769	-58.507	  64	 -6.807	  0.936	 0.551	 7.98	 0.68	11.20	  1734
Loden_46         	155.884	-54.667	  39	-11.367	  4.645	 0.875	 8.92	 0.21	10.22	  1105
Lynga_1          	209.994	-62.152	  29	 -5.303	 -2.274	 0.422	 8.22	 0.94	11.75	  2242
Lynga_14         	253.764	-45.239	  13	 -0.336	 -1.977	 0.308	     	     	     	
Lynga_2          	216.085	-61.328	 147	 -6.716	 -4.696	 1.034	 8.01	 0.79	 9.93	   970
Lynga_3          	229.194	-58.373	  24	 -4.853	 -3.727	 0.108	     	     	     	
Lynga_4          	233.344	-55.234	  54	 -3.983	 -3.004	 0.350	     	     	     	
Lynga_5          	235.462	-56.680	 131	 -3.660	 -3.561	 0.305	 8.90	 2.50	12.33	  2929
Lynga_6          	241.218	-51.960	  30	 -1.866	 -2.757	 0.383	 6.49	 3.51	11.92	  2422
Lynga_9          	245.170	-48.523	 382	 -2.559	 -2.415	 0.359	 8.80	 2.50	12.01	  2525
Mamajek_1        	130.637	-78.963	  20	-29.834	 26.990	10.130	     	     	     	
Mamajek_4        	276.635	-50.772	 180	  4.646	-21.051	 2.224	 8.57	 0.31	 8.32	   461
Markarian_38     	273.819	-18.997	  17	  0.845	 -2.277	 0.567	 7.20	 0.84	11.28	  1802
Markarian_50     	348.806	+60.448	  38	 -3.465	 -2.560	 0.323	 7.06	 2.35	12.53	  3198
Mayer_1          	005.502	+61.751	  33	 -3.341	 -1.426	 0.353	 7.46	 1.29	12.09	  2618
Mayer_3          	112.523	-18.553	  23	 -1.892	  2.336	 0.209	     	     	     	
Melotte_101      	160.535	-65.110	 472	 -6.307	  3.483	 0.439	 8.22	 0.91	11.53	  2027
Melotte_105      	169.920	-63.486	 458	 -6.771	  2.133	 0.407	 8.48	 1.42	11.85	  2346
Melotte_111      	186.014	+25.652	 306	-12.030	 -8.973	11.595	 8.81	 0.00	 4.67	    85
Melotte_20       	051.617	+48.975	 747	 22.864	-25.378	 5.668	 7.71	 0.30	 6.17	   171
Melotte_22       	056.601	+24.114	 952	 20.077	-45.503	 7.346	 7.89	 0.18	 5.55	   128
Melotte_25       	067.447	+16.948	 515	103.018	-27.228	21.059	 8.90	 0.00	 3.39	    47
Melotte_66       	111.573	-47.685	 804	 -1.474	  2.745	 0.183	 9.63	 0.25	13.42	  4830
Melotte_71       	114.383	-12.065	 533	 -2.446	  4.210	 0.434	 8.99	 0.38	11.65	  2139
Melotte_72       	114.618	-10.698	 177	 -4.159	  3.680	 0.369	 8.99	 0.41	12.14	  2684
Moffat_1         	240.397	-54.149	  15	 -2.211	 -3.037	 0.402	 7.89	 2.02	11.79	  2278
Muzzio_1         	134.478	-47.761	  26	 -5.261	  4.224	 0.519	 6.89	 3.20	11.35	  1858
NGC_1027         	040.677	+61.616	 377	 -1.753	  2.090	 0.882	 8.29	 1.01	10.26	  1125
NGC_103          	006.312	+61.326	 175	 -2.823	 -0.988	 0.288	 8.01	 1.08	12.50	  3167
NGC_1039         	040.531	+42.722	 555	  0.722	 -5.681	 1.949	 8.12	 0.16	 8.64	   534
NGC_1193         	046.486	+44.383	 215	 -0.125	 -0.329	 0.159	 9.71	 0.41	13.49	  4988
NGC_1220         	047.920	+53.344	  44	  0.187	 -0.717	 0.297	 7.69	 2.33	12.43	  3064
NGC_1245         	048.691	+47.235	 479	  0.504	 -1.579	 0.289	 9.08	 0.50	12.53	  3201
NGC_129          	007.607	+60.213	 365	 -2.605	 -1.096	 0.511	 8.11	 1.51	11.40	  1906
NGC_1333         	052.297	+31.310	  50	  7.425	 -9.865	 3.344	 7.06	 2.12	 7.38	   299
NGC_1342         	052.894	+37.380	 327	  0.520	 -1.604	 1.502	 8.91	 0.71	 9.18	   686
NGC_1348         	053.524	+51.409	  75	  1.288	 -0.726	 0.404	 7.62	 2.55	11.90	  2400
NGC_136          	007.896	+61.506	  70	 -1.648	 -0.522	 0.181	 8.41	 1.76	13.56	  5141
NGC_1444         	057.361	+52.658	  18	 -0.746	 -1.829	 0.832	 6.99	 1.80	10.34	  1167
NGC_146          	008.262	+63.316	  45	 -2.864	 -0.451	 0.307	 7.55	 1.60	12.49	  3141
NGC_1496         	061.111	+52.668	  54	  1.511	 -0.756	 0.612	 8.59	 1.42	11.11	  1667
NGC_1502         	061.954	+62.332	 150	 -0.571	 -0.848	 0.916	 7.02	 1.92	10.34	  1171
NGC_1513         	062.470	+49.504	 332	  1.324	 -3.679	 0.651	 8.46	 1.60	10.95	  1546
NGC_1528         	063.878	+51.218	 306	  2.181	 -2.246	 0.948	 8.47	 0.82	10.14	  1067
NGC_1545         	065.202	+50.221	 117	 -1.957	 -0.082	 1.367	 8.04	 0.77	 9.32	   732
NGC_1579         	067.514	+35.325	  54	  2.477	 -4.945	 1.810	     	     	     	
NGC_1582         	067.985	+43.718	 147	  2.216	 -1.347	 0.994	 8.37	 0.82	 9.99	   994
NGC_1605         	068.745	+45.269	  94	  0.990	 -1.977	 0.295	 8.28	 2.21	12.44	  3073
NGC_1624         	070.162	+50.458	  10	  0.006	 -0.456	 0.145	     	     	     	
NGC_1647         	071.481	+19.079	 604	 -1.057	 -1.502	 1.675	 8.56	 0.64	 9.02	   635
NGC_1662         	072.198	+10.882	 231	 -1.128	 -1.962	 2.400	 8.89	 0.44	 8.16	   428
NGC_1664         	072.763	+43.676	 299	  1.703	 -5.738	 0.734	 8.71	 0.69	10.64	  1341
NGC_1708         	075.871	+52.851	 134	  0.276	 -1.360	 1.029	 8.43	 1.02	 9.93	   967
NGC_1724         	075.838	+49.495	  25	  1.020	  0.048	 0.244	 8.48	 1.16	12.90	  3795
NGC_1750         	075.926	+23.695	 417	 -0.960	 -2.366	 1.361	 8.41	 0.79	 9.31	   727
NGC_1758         	076.175	+23.813	 137	  3.156	 -3.465	 1.103	 8.44	 0.93	 9.74	   885
NGC_1778         	077.033	+37.020	 151	  0.506	 -3.145	 0.581	 8.25	 0.87	11.11	  1663
NGC_1798         	077.914	+47.691	 175	  0.913	 -0.318	 0.178	 9.22	 1.12	13.55	  5124
NGC_1817         	078.139	+16.696	 413	  0.485	 -0.890	 0.551	 9.05	 0.59	11.28	  1799
NGC_1857         	080.031	+39.336	  92	  0.553	 -1.310	 0.320	 8.40	 1.38	12.31	  2900
NGC_188          	011.798	+85.244	 857	 -2.307	 -0.960	 0.507	 9.85	 0.21	11.15	  1698
NGC_1883         	081.480	+46.493	  89	  0.496	 -1.128	 0.201	 8.79	 1.18	13.37	  4710
NGC_189          	009.885	+61.090	  47	  0.338	 -3.306	 0.772	 8.60	 1.54	10.45	  1228
NGC_1893         	080.724	+33.444	 123	 -0.231	 -1.410	 0.267	 6.64	 1.28	12.54	  3222
NGC_1901         	079.561	-68.294	  69	  1.537	 12.670	 2.358	 8.95	 0.21	 8.15	   427
NGC_1907         	082.033	+35.330	 275	 -0.040	 -3.418	 0.611	 8.77	 1.28	11.05	  1618
NGC_1912         	082.167	+35.824	 349	  1.580	 -4.424	 0.874	 8.47	 0.73	10.22	  1104
NGC_1960         	084.084	+34.135	 280	 -0.155	 -3.388	 0.835	 7.45	 0.63	10.33	  1162
NGC_1977         	083.815	-04.819	 115	  1.271	 -0.753	 2.521	 7.99	 1.64	 8.05	   407
NGC_1980         	083.810	-05.924	 121	  1.215	  0.540	 2.586	 7.12	 0.70	 7.88	   377
NGC_2099         	088.074	+32.545	1648	  1.924	 -5.648	 0.666	 8.65	 0.75	10.78	  1432
NGC_2112         	088.452	+00.403	 687	 -2.713	  4.270	 0.877	 9.32	 1.71	10.30	  1148
NGC_2126         	090.658	+49.883	 112	  0.848	 -2.615	 0.747	 8.99	 0.68	10.58	  1304
NGC_2129         	090.275	+23.328	  73	  0.266	 -2.216	 0.491	 7.22	 1.88	11.57	  2056
NGC_2141         	090.734	+10.451	 729	 -0.028	 -0.767	 0.196	 9.27	 0.97	13.57	  5183
NGC_2158         	091.862	+24.099	1317	 -0.177	 -2.002	 0.192	 9.19	 1.44	13.17	  4298
NGC_2168         	092.272	+24.336	1247	  2.308	 -2.905	 1.131	 8.17	 0.46	 9.79	   906
NGC_2169         	092.125	+13.951	  58	 -1.068	 -1.655	 0.982	 7.09	 0.85	10.15	  1072
NGC_2183         	092.717	-06.213	  52	 -3.605	  0.447	 1.211	 7.24	 1.60	 9.56	   815
NGC_2184         	091.690	-02.000	  93	 -0.648	 -0.288	 1.709	 8.81	 0.48	 8.85	   589
NGC_2186         	093.031	+05.453	  97	  0.415	 -1.993	 0.413	 8.40	 0.65	11.76	  2251
NGC_2192         	093.819	+39.846	 141	  0.193	 -1.962	 0.223	 8.99	 0.43	12.78	  3589
NGC_2194         	093.440	+12.813	 744	  0.535	 -1.468	 0.263	 8.53	 1.36	12.72	  3498
NGC_2204         	093.882	-18.670	 531	 -0.560	  1.964	 0.209	 9.32	 0.01	13.01	  3991
NGC_2215         	095.199	-07.277	 115	  0.436	 -3.673	 1.021	 8.84	 0.47	 9.95	   978
NGC_2225         	096.652	-09.643	  54	 -0.280	  0.501	 0.290	 9.14	 0.96	12.65	  3392
NGC_2232         	096.888	-04.749	 188	 -4.745	 -1.840	 3.067	 7.25	 0.01	 7.49	   315
NGC_2236         	097.416	+06.834	 385	 -0.752	  0.010	 0.350	 9.06	 1.05	11.93	  2429
NGC_2243         	097.395	-31.282	 506	 -1.279	  5.488	 0.211	 9.64	 0.02	12.85	  3719
NGC_2244         	098.045	+04.914	 460	 -1.598	  0.179	 0.617	 7.10	 1.46	10.85	  1478
NGC_225          	010.805	+61.774	  28	 -5.373	 -0.093	 1.432	 8.46	 0.54	 9.16	   679
NGC_2251         	098.680	+08.337	 109	  0.697	 -3.806	 0.658	 8.44	 0.85	10.91	  1519
NGC_2254         	098.949	+07.671	 129	 -0.127	 -0.944	 0.364	 8.54	 1.35	12.09	  2617
NGC_2259         	099.633	+10.885	 102	 -0.273	 -1.032	 0.326	 8.44	 1.52	12.39	  3005
NGC_2262         	099.905	+01.147	 215	  0.264	  0.114	 0.223	 8.81	 1.67	12.75	  3552
NGC_2264         	100.217	+09.877	 161	 -1.690	 -3.727	 1.354	 7.44	 0.79	 9.25	   707
NGC_2266         	100.832	+26.976	 227	 -0.473	 -1.272	 0.273	 8.91	 0.26	12.56	  3251
NGC_2269         	100.818	+04.628	  37	 -1.143	 -0.559	 0.438	 8.31	 0.92	11.70	  2187
NGC_2281         	102.091	+41.060	 410	 -2.946	 -8.321	 1.896	 8.79	 0.09	 8.68	   544
NGC_2286         	101.916	-03.167	 140	  0.188	 -1.468	 0.407	 8.74	 0.94	11.80	  2286
NGC_2287         	101.499	-20.716	 625	 -4.339	 -1.381	 1.360	 8.23	 0.02	 9.19	   688
NGC_2301         	102.943	+00.465	 402	 -1.367	 -2.179	 1.135	 8.33	 0.08	 9.67	   857
NGC_2302         	102.977	-07.086	  51	 -1.453	 -0.228	 0.800	 8.03	 0.57	10.50	  1258
NGC_2304         	103.802	+17.984	 106	 -0.024	 -1.514	 0.219	 8.96	 0.11	12.92	  3843
NGC_2309         	104.020	-07.180	 196	 -0.495	 -0.634	 0.393	 8.07	 1.07	11.93	  2431
NGC_2311         	104.455	-04.616	  82	 -1.343	  0.930	 0.462	 7.65	 1.00	11.51	  2003
NGC_2318         	104.854	-13.822	 128	 -1.781	 -2.198	 0.716	 8.64	 0.89	10.72	  1394
NGC_2323         	105.684	-08.365	 773	 -0.688	 -0.611	 0.997	 8.12	 0.46	 9.96	   983
NGC_2324         	106.033	+01.046	 242	 -0.309	 -0.094	 0.191	 8.73	 0.40	13.12	  4214
NGC_2335         	106.690	-10.023	 162	 -0.784	 -0.642	 0.585	 8.51	 0.83	11.10	  1661
NGC_2343         	107.029	-10.619	  44	  0.193	 -0.195	 0.898	 7.94	 0.51	10.18	  1088
NGC_2345         	107.075	-13.199	 418	 -1.332	  1.340	 0.348	 8.32	 1.04	12.13	  2663
NGC_2353         	108.641	-10.257	 204	 -1.121	  0.720	 0.816	 8.01	 0.28	10.43	  1220
NGC_2354         	108.503	-25.724	 265	 -2.885	  1.832	 0.753	 9.15	 0.35	10.68	  1370
NGC_2355         	109.247	+13.772	 261	 -3.802	 -1.086	 0.497	 9.00	 0.59	11.44	  1941
NGC_2358         	109.261	-17.143	  83	 -1.351	  0.542	 1.061	 8.82	 0.02	 9.79	   908
NGC_2360         	109.443	-15.631	 680	  0.383	  5.603	 0.902	 9.01	 0.39	10.25	  1122
NGC_2362         	109.671	-24.954	 144	 -2.791	  2.953	 0.742	 6.76	 0.37	10.64	  1341
NGC_2367         	110.031	-21.867	  35	 -1.668	  2.538	 0.395	 7.15	 1.34	11.79	  2276
NGC_2374         	111.016	-13.235	  56	 -4.665	  0.659	 0.760	 8.46	 0.34	10.42	  1212
NGC_2383         	111.174	-20.949	 242	 -1.646	  1.907	 0.284	 8.41	 0.84	12.69	  3456
NGC_2396         	111.984	-11.725	 148	 -1.514	 -0.249	 0.653	 7.86	 0.36	10.81	  1453
NGC_2401         	112.352	-13.968	  84	 -1.370	  1.673	 0.203	 7.78	 0.75	13.38	  4749
NGC_2414         	113.293	-15.449	 117	 -1.410	  1.426	 0.162	 7.25	 1.48	13.61	  5273
NGC_2420         	114.602	+21.575	 393	 -1.190	 -2.125	 0.363	 9.24	 0.04	12.06	  2587
NGC_2421         	114.051	-20.627	 406	 -3.131	  3.097	 0.343	 7.82	 1.15	12.14	  2683
NGC_2422         	114.147	-14.489	 416	 -7.057	  0.993	 2.070	 8.04	 0.18	 8.52	   504
NGC_2423         	114.299	-13.863	 406	 -0.735	 -3.632	 1.045	 9.04	 0.36	 9.87	   943
NGC_2425         	114.577	-14.885	 244	 -3.571	  2.004	 0.257	 9.38	 0.89	12.77	  3576
NGC_2428         	114.831	-16.550	 163	 -3.316	  2.461	 0.706	 8.86	 0.32	10.61	  1322
NGC_2432         	115.223	-19.078	 170	 -0.684	  1.614	 0.493	 8.84	 0.72	11.40	  1901
NGC_2437         	115.445	-14.844	1733	 -3.838	  0.365	 0.603	 8.48	 0.73	10.90	  1511
NGC_2439         	115.194	-31.694	 489	 -2.283	  3.159	 0.232	 7.07	 1.33	12.85	  3707
NGC_2447         	116.141	-23.853	 731	 -3.551	  5.068	 0.968	 8.76	 0.05	10.04	  1018
NGC_2448         	116.034	-24.837	 121	 -3.432	  2.941	 0.878	 7.98	 0.12	10.26	  1128
NGC_2451A        	115.736	-38.264	 331	-21.116	 15.328	 5.165	 7.55	 0.00	 6.46	   195
NGC_2451B        	116.128	-37.954	 283	 -9.671	  4.702	 2.719	 7.61	 0.18	 7.79	   361
NGC_2453         	116.894	-27.194	 108	 -2.336	  3.414	 0.205	 7.40	 1.26	13.26	  4486
NGC_2455         	117.284	-21.298	 106	 -2.760	  2.712	 0.294	 8.51	 0.62	12.45	  3090
NGC_2477         	118.046	-38.537	1713	 -2.449	  0.870	 0.665	 9.05	 0.68	10.80	  1442
NGC_2479         	118.762	-17.732	 126	 -4.318	  1.053	 0.626	 8.99	 0.15	10.97	  1562
NGC_2482         	118.787	-24.263	 115	 -4.722	  2.189	 0.720	 8.54	 0.32	10.54	  1285
NGC_2489         	119.064	-30.060	 250	 -2.529	  2.102	 0.465	 8.39	 1.19	11.79	  2276
NGC_2506         	120.010	-10.773	1468	 -2.571	  3.912	 0.292	 9.22	 0.09	12.52	  3191
NGC_2509         	120.201	-19.056	 222	 -2.708	  0.764	 0.363	 9.18	 0.23	11.99	  2495
NGC_2516         	119.527	-60.800	 652	 -4.748	 11.221	 2.417	 8.38	 0.11	 8.14	   423
NGC_2527         	121.246	-28.122	 340	 -5.549	  7.275	 1.536	 8.84	 0.36	 9.11	   664
NGC_2533         	121.773	-29.872	  86	 -3.189	  5.041	 0.329	 9.02	 0.90	12.10	  2631
NGC_2539         	122.658	-12.834	 485	 -2.331	 -0.584	 0.754	 8.84	 0.11	10.45	  1228
NGC_2546         	123.082	-37.661	 122	 -3.757	  3.862	 1.034	 8.15	 0.43	 9.85	   934
NGC_2547         	122.525	-49.198	 215	 -8.609	  4.262	 2.553	 7.51	 0.14	 7.99	   396
NGC_2548         	123.412	-05.726	 454	 -1.313	  1.029	 1.289	 8.59	 0.15	 9.44	   772
NGC_2567         	124.645	-30.631	  67	 -2.955	  2.580	 0.542	 8.50	 0.49	11.19	  1726
NGC_2571         	124.723	-29.775	 150	 -4.902	  4.246	 0.732	 7.43	 0.29	10.62	  1329
NGC_2580         	125.371	-30.306	  27	 -2.307	  1.910	 0.194	 8.73	 0.32	13.09	  4154
NGC_2587         	125.861	-29.503	 122	 -4.248	  3.586	 0.295	 8.50	 0.45	12.53	  3206
NGC_2588         	125.797	-32.972	  34	 -1.884	  2.521	 0.199	 8.74	 0.80	13.35	  4673
NGC_2627         	129.309	-29.952	 313	 -2.381	  2.879	 0.521	 9.27	 0.15	11.32	  1837
NGC_2632         	130.054	+19.621	 685	-36.090	-12.919	 5.361	 8.83	 0.00	 6.31	   183
NGC_2635         	129.619	-34.777	 136	 -2.503	  2.185	 0.142	 8.60	 0.90	13.50	  5011
NGC_2645         	129.774	-46.235	  36	 -5.887	  5.071	 0.523	 7.41	 1.00	11.23	  1763
NGC_2658         	130.868	-32.662	 358	 -2.481	  2.269	 0.197	 8.70	 0.64	13.04	  4055
NGC_2659         	130.634	-44.999	  82	 -5.336	  5.028	 0.452	 7.64	 1.21	11.61	  2095
NGC_2660         	130.667	-47.201	 402	 -2.763	  5.165	 0.308	 8.97	 1.19	12.23	  2788
NGC_2669         	131.611	-52.931	 209	 -4.136	  4.649	 0.845	 8.13	 0.51	10.20	  1096
NGC_2670         	131.386	-48.801	 191	 -5.379	  3.621	 0.647	 8.01	 1.08	10.90	  1512
NGC_2671         	131.557	-41.886	 123	 -1.569	  0.940	 0.687	 8.52	 2.31	10.71	  1386
NGC_2682         	132.846	+11.814	 598	-10.986	 -2.964	 1.135	 9.63	 0.07	 9.75	   889
NGC_2818         	139.044	-36.624	 252	 -4.439	  4.528	 0.275	 8.92	 0.43	12.45	  3085
NGC_2849         	139.850	-40.520	 149	 -4.272	  3.519	 0.142	 9.02	 0.85	13.59	  5221
NGC_2866         	140.526	-51.100	  87	 -5.111	  4.658	 0.328	 7.80	 1.67	12.33	  2926
NGC_2910         	142.643	-52.913	 118	 -6.802	  6.159	 0.746	 8.11	 0.57	10.51	  1266
NGC_2925         	143.321	-53.413	  84	 -8.533	  5.336	 1.295	 8.11	 0.20	 9.34	   738
NGC_2972         	145.058	-50.326	  93	 -5.085	  2.489	 0.483	 8.69	 1.22	11.49	  1986
NGC_3033         	147.145	-56.415	  84	 -7.554	  4.254	 0.532	 8.83	 0.76	11.26	  1784
NGC_3105         	150.169	-54.790	  84	 -4.161	  2.714	 0.104	 7.34	 2.66	14.53	  8071
NGC_3114         	150.553	-60.041	1222	 -7.376	  3.779	 0.954	 8.16	 0.27	10.05	  1021
NGC_3228         	155.378	-51.814	 117	-14.867	 -0.696	 2.036	 7.48	 0.08	 8.49	   498
NGC_3255         	156.635	-60.675	 100	 -5.913	  3.322	 0.120	 8.35	 0.92	13.69	  5469
NGC_3293         	158.970	-58.231	 330	 -7.671	  3.344	 0.376	 7.01	 0.90	12.17	  2710
NGC_3324         	159.341	-58.615	  41	 -7.112	  2.782	 0.356	 7.03	 1.19	11.89	  2389
NGC_3330         	159.659	-54.148	  92	 -7.705	  2.996	 0.552	 7.91	 0.45	11.17	  1716
NGC_3496         	164.877	-60.335	 377	 -7.408	  2.668	 0.391	 8.70	 1.27	11.82	  2310
NGC_3532         	166.417	-58.707	1854	-10.385	  5.175	 2.066	 8.60	 0.00	 8.49	   498
NGC_3572         	167.640	-60.294	  75	 -6.261	  1.893	 0.376	 6.68	 1.53	11.95	  2455
NGC_3590         	168.262	-60.790	 167	 -6.100	  1.013	 0.361	 7.42	 1.30	12.11	  2638
NGC_3603         	168.795	-61.259	 272	 -5.543	  1.961	 0.076	     	     	     	
NGC_366          	016.624	+62.219	 130	 -2.071	 -0.425	 0.355	 7.41	 3.10	12.14	  2677
NGC_3680         	171.392	-43.240	  96	 -7.278	  1.118	 0.933	 9.34	 0.10	10.15	  1072
NGC_3766         	174.061	-61.616	 531	 -6.731	  0.961	 0.459	 7.36	 0.66	11.64	  2123
NGC_381          	017.094	+61.586	 137	  1.602	 -2.263	 0.847	 8.58	 0.93	10.35	  1172
NGC_3960         	177.644	-55.679	 243	 -6.522	  1.853	 0.400	 8.94	 0.84	11.85	  2345
NGC_4052         	180.446	-63.230	 137	 -6.836	  0.069	 0.323	 8.52	 1.01	12.08	  2603
NGC_4103         	181.628	-61.245	 313	 -6.184	  0.075	 0.473	 7.32	 0.85	11.57	  2060
NGC_433          	018.798	+60.133	  88	 -1.422	 -0.720	 0.463	 8.14	 1.80	11.56	  2050
NGC_4337         	186.022	-58.125	 210	 -8.841	  1.468	 0.357	 9.16	 1.06	11.95	  2450
NGC_4349         	186.048	-61.866	 105	 -7.827	 -0.296	 0.490	 8.50	 1.01	11.42	  1920
NGC_436          	019.001	+58.820	 161	 -0.986	 -0.577	 0.262	 7.75	 1.40	12.46	  3109
NGC_4439         	187.119	-60.097	  55	 -7.089	 -0.413	 0.474	 7.72	 0.99	11.52	  2011
NGC_4463         	187.466	-64.800	  67	 -5.326	 -0.435	 0.523	 7.46	 1.53	11.28	  1804
NGC_457          	019.887	+58.278	 509	 -1.586	 -0.661	 0.318	 7.32	 1.42	12.20	  2749
NGC_4609         	190.582	-62.995	 286	 -4.870	 -1.045	 0.660	 7.91	 0.88	10.76	  1419
NGC_4755         	193.415	-60.371	 595	 -4.647	 -1.134	 0.462	 7.08	 1.22	11.50	  1992
NGC_4815         	194.499	-64.960	 531	 -5.754	 -0.964	 0.261	 8.57	 1.75	12.59	  3295
NGC_4852         	195.046	-59.607	 190	 -8.118	 -1.205	 0.752	 7.89	 0.94	10.51	  1261
NGC_5138         	201.829	-59.023	  95	 -3.597	 -1.449	 0.510	 7.68	 0.73	11.31	  1827
NGC_5168         	202.791	-60.945	 183	 -4.131	 -1.478	 0.280	 8.78	 1.45	12.31	  2892
NGC_5269         	206.147	-62.907	  49	 -4.490	 -1.918	 0.460	 8.12	 0.99	11.59	  2080
NGC_5281         	206.614	-62.916	  32	 -4.628	 -2.389	 0.603	 7.60	 0.66	10.99	  1576
NGC_5288         	207.193	-64.680	 101	 -3.850	 -1.935	 0.345	 8.67	 1.38	12.14	  2675
NGC_5316         	208.516	-61.883	 365	 -6.297	 -1.515	 0.665	 8.22	 0.92	10.81	  1450
NGC_5381         	210.205	-59.578	 376	 -6.034	 -2.932	 0.379	 8.55	 1.62	11.85	  2349
NGC_5460         	211.847	-48.285	 148	 -6.599	 -3.454	 1.340	 8.20	 0.30	 9.30	   725
NGC_559          	022.387	+63.301	 529	 -4.258	  0.254	 0.325	 8.41	 2.19	12.30	  2884
